"rep","Dmean","Dse","decHour","DmmolMean","DmmolSE","CondMean","CondSE","PhotoMean","PhotoSE","CiCaMean","CiCaSE","gcMean","gcSE","vcmax_TinsMean","vcmax_TinsSE","vcmax_TsenMean","vcmax_TsenSE","sampleNo","round","spp","treatment","leafAge"
"3b_EUC_control_mature",2.39666666666667,0.0731057073315377,14.7555555555556,23.5892388451444,0.719544363499386,0.0227,0.00673523075575984,0.856666666666667,0.71214074763662,0.858194416223649,0.0973422630710738,0.0141875,0.0042095192223499,6.07795146360855,3.10964724077963,5.92547653385154,3.0617214380868,3,"3b","EUC","control","mature"
"3b_EUC_drought_mature",2.3125,0.116001077581202,14.75,22.7608267716535,1.14174288957876,0.012475,0.00310976285269472,0.1225,0.313511695688268,0.969595801950807,0.0777528135972399,0.007796875,0.0019436017829342,2.25638232186008,1.83388620243095,2.18900805090884,1.79281178162487,4,"3b","EUC","drought","mature"
"4_EUC_well-watered_mature",3.425,0.0250000000000001,16.7916666666667,33.7106299212598,0.246062992125985,0.0527,0.0067,5.08,0.19,0.562233178512248,0.0342633482168366,0.0329375,0.0041875,28.5290297084749,0.799788651302242,30.1343295342674,1.38569933307729,2,"4","EUC","well-watered","mature"
"4b_EUC_control_mature",2.84666666666667,0.020275875100994,16.55,28.0183727034121,0.199565699812934,0.0219,0.00226053091109146,-0.356666666666667,1.04855985893881,1.0562705155129,0.184324009688079,0.0136875,0.00141283181943216,7.59605720143994,NA,7.77237267298583,NA,3,"4b","EUC","control","mature"
"4b_EUC_drought_mature",2.9075,0.059213596411635,16.5583333333333,28.617125984252,0.582810988303495,0.01665,0.00390693827269726,-0.9175,0.211399109111967,1.20078809686949,0.0899948445214199,0.01040625,0.00244183642043579,NA,NA,NA,NA,4,"4b","EUC","drought","mature"
"1_MOL_control_mature",1.38666666666667,0.020275875100994,9.08333333333333,13.6482939632546,0.199565699812934,0.0948333333333333,0.0607316593256305,2.91,0.7130451131123,0.769118262061772,0.0703799017428439,0.0592708333333333,0.0379572870785191,11.9317708956056,2.79773239897627,12.2013242316096,2.83594566787193,3,"1","MOL","control","mature"
"1_MOL_drought_mature",1.5075,0.0579331511312823,9.08333333333333,14.8375984251969,0.570208180426008,0.05805,0.0154817365520366,4.215,1.57998153997655,0.736119505109087,0.0635542796538149,0.03628125,0.00967608534502289,19.9934941239013,8.17037317140813,20.0281308307236,8.21984093572801,4,"1","MOL","drought","mature"
"1_MOL_well-watered_mature",1.27,0.105403984744411,8.22,12.5,1.03744079472845,0.12484,0.0362308790950482,6.874,1.88882132558906,0.757039658152613,0.0202373537645351,0.078025,0.0226442994344051,28.9189733838728,7.89570569560754,29.8288336563608,8.41164848572226,5,"1","MOL","well-watered","mature"
"2_MOL_control_mature",2.07333333333333,0.154092324417683,10.7111111111111,20.4068241469816,1.51665673639452,0.0729,0.037555869492442,3.38333333333333,0.367619972858446,0.701428336545064,0.0834317932636873,0.0455625,0.0234724184327762,15.3876678169686,1.68474811456318,15.1531302426165,1.75090120570474,3,"2","MOL","control","mature"
"2_MOL_drought_mature",2.1875,0.0566237582645307,10.7041666666667,21.5305118110236,0.557320455359553,0.03855,0.00547273545252585,3.3825,0.328059318823085,0.610603487568809,0.0201191311101076,0.02409375,0.00342045965782866,17.3053996502021,1.38670663166244,17.2864220576644,1.35587285481857,4,"2","MOL","drought","mature"
"2_MOL_well-watered_mature",1.724,0.136806432597301,10.6166666666667,16.9685039370079,1.34652000587895,0.1307,0.0415467447581637,8.692,1.85114937268714,0.676913840031466,0.0276243694559883,0.0816875,0.0259667154738523,39.9470290327837,7.43953075264648,39.1540472635623,7.30611927804659,5,"2","MOL","well-watered","mature"
"3_MOL_control_mature",2.18,0.260832002126528,12.1277777777778,21.4566929133858,2.56724411541859,0.117966666666667,0.0822519368228561,1.98333333333333,0.436055552016534,0.773665971312103,0.0963265942939564,0.0737291666666667,0.0514074605142851,8.54040213076367,2.23616749435188,8.45879326087015,2.28618788206147,3,"3","MOL","control","mature"
"3_MOL_drought_mature",2.422,0.0315277655408689,12.1666666666667,23.8385826771654,0.310312652961308,0.04702,0.00704069598832388,3.056,0.427616650751581,0.69008997346803,0.0373634942914566,0.0293875,0.00440043499270243,14.0702886481742,2.08588459746356,14.0870903812673,2.12029815426437,5,"3","MOL","drought","mature"
"3_MOL_well-watered_mature",2.3925,0.0850857410694255,12.7,23.5482283464567,0.837458081391984,0.07905,0.0312366638210079,5.42,2.47765682315637,0.717675296363353,0.02714357359743,0.04940625,0.01952291488813,24.9843789954804,11.9376163211488,24.4928817254126,11.799397333343,4,"3","MOL","well-watered","mature"
"4_MOL_control_mature",2.95,0.157162336455017,13.5722222222222,29.0354330708661,1.54687339030529,0.0612666666666667,0.0294366174083308,2.71,0.353411940941446,0.686868883232744,0.0986519179430352,0.0382916666666667,0.0183978858802068,12.8036186884644,1.93335682760696,13.7408115217257,2.42041480822452,3,"4","MOL","control","mature"
