"campaign","date","roundNum","round","spp","ID","leafAge","treatment","Obs","HHMMSS","FTime","Photo","Cond","Ci","Trmmol","VpdL","Area","Tleaf","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","DateTime","Time","rep","CiCa","Dmmol","gc","CAPindex","MESindex","fround","gc_CAP","gc_MES","qfitCAP","qfitMES"
"Jun-15","22/06/2015",4,"4","QUE",1024,"mature","well-watered",431,"15:59:25",24219.13,0.61,0.0124,309,0.48,3.76,2,33.78,400.09,399.77,14.77,14.96,35.2,35.64,500,1500,2015-06-22 15:59:25,15.9833333333333,"4_QUE_well-watered_mature",0.772944443054757,37.007874015748,0.00775,0.000280860212995956,0.00537169795630308,"4",0.00500086954046441,-0.00235577773785814,"yes","yes"
"Jun-15","24/06/2015",1,"1","QUE",3062,"mature","well-watered",107,"09:45:41",8349.2,6.83,0.0397,112,0.53,1.32,2,25.33,399.51,396.7,18.68,18.89,64.61,65.32,500,1498,2015-06-24 09:45:41,9.75,"1_QUE_well-watered_mature",0.282329216032266,12.992125984252,0.0248125,0.0053535107043898,0.03046767333336,"1",0.0542081754150008,0.0671905422781049,"yes","yes"
"Jun-15","24/06/2015",2,"2","QUE",3062,"mature","well-watered",222,"12:01:36",16488.75,6.66,0.0493,171,1.04,2.09,2,28.55,400.17,397.34,17.55,17.96,53.11,54.35,500,1499,2015-06-24 12:01:36,12.0166666666667,"2_QUE_well-watered_mature",0.430361906679418,20.5708661417323,0.0308125,0.00414115471732109,0.023888429144726,"2",0.0461369343041303,0.0489580482255242,"yes","yes"
"Jun-15","24/06/2015",3,"3","QUE",3062,"mature","well-watered",343,"14:16:23",24591.1,4.59,0.0355,177,1.04,2.91,2,30.4,399.92,397.91,13.78,14.19,37.44,38.56,500,1499,2015-06-24 14:16:23,14.2666666666667,"3_QUE_well-watered_mature",0.444824206478852,28.6417322834646,0.0221875,0.00241484354029844,0.0167932474448305,"3",0.0295178055720017,0.0292957808835084,"yes","yes"
"Jun-15","24/06/2015",4,"4","QUE",3062,"mature","well-watered",103,"17:19:48",8480.8,2.25,0.0154,150,0.56,3.62,2,31.6,400.15,399.16,10.12,10.34,23.51,24.03,500,1498,2015-06-24 17:19:48,17.3166666666667,"4_QUE_well-watered_mature",0.375789157230183,35.6299212598425,0.009625,0.00105760916592159,0.0105232259637398,"4",0.0144469498889985,0.0119202091482275,"yes","yes"
"Jun-15","22/06/2015",1,"1","ZEA",2021,"mature","well-watered",23,"08:48:31",2567.3,30.58,0.1878,104,2.71,1.52,2,26.89,400.3,387.67,19.12,20.18,65.56,69.2,500,1799,2015-06-22 08:48:31,8.8,"1_ZEA_well-watered_mature",0.268269404390332,14.9606299212598,0.117375,0.0229215595803834,0.0608589731635805,"1",0.136660416548507,0.147191692567038,"yes","yes"
"Jun-15","22/06/2015",1,"1","ZEA",3111,"mature","well-watered",NA,"09:23:03",474.75,23.53,0.1693,153,2.93,1.77,2,27.58,400.62,390.76,18.01,19.16,61.32,65.22,500,1800,2015-06-22 09:23:03,9.38333333333333,"1_ZEA_well-watered_mature",0.391544682157846,17.4212598425197,0.1058125,0.0161990827702633,0.0492510315718598,"1",0.101916706334085,0.120918432670443,"yes","yes"
"Jun-15","22/06/2015",1,"1","ZEA",5081,"mature","well-watered",39,"09:51:12",2141.2,14.68,0.0793,83,1.59,2.03,2,28.6,399.76,393.65,18.24,18.86,60.97,63.06,500,1800,2015-06-22 09:51:12,9.85,"1_ZEA_well-watered_mature",0.210847199288708,19.9803149606299,0.0495625,0.0093592602208651,0.0361751372371623,"1",0.0622014003689632,0.0913226281497724,"yes","yes"
"Jun-15","22/06/2015",1,"1","ZEA",4064,"mature","well-watered",69,"10:18:15",3765.2,24.12,0.2392,216,3.8,1.62,2,27.12,400.08,389.84,18.14,19.63,60.4,65.36,500,1801,2015-06-22 10:18:15,10.3,"1_ZEA_well-watered_mature",0.554073466037349,15.9448818897638,0.1495,0.0174030171739243,0.0521911608195826,"1",0.106249040612915,0.127573081924545,"yes","yes"
"Jun-15","22/06/2015",2,"2","ZEA",3111,"mature","well-watered",134,"11:27:57",7936.33,24,0.1393,100,3.71,2.66,2,30.89,400.38,390.21,16.59,18.05,49.59,53.95,500,1799,2015-06-22 11:27:57,11.45,"2_ZEA_well-watered_mature",0.256272263652905,26.1811023622047,0.0870625,0.0134993377076537,0.0406068459148154,"2",0.0978751033812465,0.101353298355507,"yes","yes"
"Jun-15","22/06/2015",2,"2","ZEA",5081,"mature","well-watered",165,"11:57:47",9721.38,24.9,0.196,170,4.86,2.5,2,30.45,400.82,390.1,16.54,18.45,48.83,54.46,500,1800,2015-06-22 11:57:47,11.95,"2_ZEA_well-watered_mature",0.435785695975391,24.6062992125984,0.1225,0.0144513657759387,0.0426710058491198,"2",0.102427982875947,0.106025290370077,"yes","yes"
"Jun-15","22/06/2015",2,"2","ZEA",4064,"mature","well-watered",194,"12:23:23",11272.67,26.2,0.238,198,4.94,2.09,2,28.57,399.65,388.4,16.14,18.08,47.47,53.17,500,1800,2015-06-22 12:23:23,12.3833333333333,"2_ZEA_well-watered_mature",0.509783728115345,20.5708661417323,0.14875,0.0167123853530212,0.04798948448314,"2",0.111148888294998,0.118063063846278,"yes","yes"
"Jun-15","22/06/2015",3,"3","ZEA",2021,"mature","well-watered",227,"12:49:28",12837,24.95,0.1795,152,4.85,2.7,2,30.18,399.53,388.8,13.92,15.83,37.42,42.54,500,1800,2015-06-22 12:49:28,12.8166666666667,"3_ZEA_well-watered_mature",0.390946502057613,26.5748031496063,0.1121875,0.0139861012616093,0.0411785290268627,"3",0.101893695798073,0.102647238272643,"yes","yes"
"Jun-15","22/06/2015",3,"3","ZEA",3111,"mature","well-watered",257,"13:23:49",14898.1,30.66,0.1768,93,5.2,2.95,2,31.26,400.19,387.14,14.09,16.14,37.61,43.06,500,1800,2015-06-22 13:23:49,13.3833333333333,"3_ZEA_well-watered_mature",0.240223175078783,29.0354330708661,0.1105,0.0165218039356364,0.0437760592693553,"3",0.123988294662534,0.10852645351602,"yes","yes"
"Jun-15","22/06/2015",3,"3","ZEA",5081,"mature","well-watered",289,"13:49:54",16463.17,10.4,0.0606,104,2.04,3.33,2,32.37,400.66,396.18,14.49,15.29,38.2,40.31,500,1799,2015-06-22 13:49:54,13.8166666666667,"3_ZEA_well-watered_mature",0.262506941289313,32.7755905511811,0.037875,0.00513989995509461,0.0236880717689575,"3",0.0411941912843213,0.0630595710177527,"yes","yes"
"Jun-15","22/06/2015",3,"3","ZEA",4064,"mature","well-watered",320,"14:15:25",17994.5,31.35,0.2028,123,5.65,2.8,2,30.76,400.05,386.64,14.12,16.34,37.36,43.23,500,1799,2015-06-22 14:15:25,14.25,"3_ZEA_well-watered_mature",0.31812538795779,27.5590551181102,0.12675,0.0173654417809534,0.0454691510900653,"3",0.127843282062799,0.11235857492039,"yes","yes"
"Jun-15","22/06/2015",4,"4","ZEA",2021,"mature","well-watered",353,"14:51:56",20185,31.74,0.184,90,5.74,3.16,2,32.21,399.48,385.9,14.37,16.63,34.38,39.78,500,1800,2015-06-22 14:51:56,14.85,"4_ZEA_well-watered_mature",0.233221041720653,31.1023622047244,0.115,0.0165854107592877,0.0431126562076413,"4",0.127586924811372,0.107024915890345,"yes","yes"
"Jun-15","22/06/2015",4,"4","ZEA",3111,"mature","well-watered",380,"15:20:23",21892.2,26.66,0.1492,86,4.6,3.07,2,31.68,399.29,387.92,14.18,15.99,33.96,38.29,500,1801,2015-06-22 15:20:23,15.3333333333333,"4_ZEA_well-watered_mature",0.221695194885543,30.2165354330709,0.09325,0.0140509202481374,0.0399697310686439,"4",0.107163673968798,0.0999112611256344,"yes","yes"
"Jun-15","22/06/2015",4,"4","ZEA",5081,"mature","well-watered",410,"15:45:27",23397,22.53,0.1503,132,4.92,3.27,2,32.48,399.55,389.79,14.3,16.24,34.18,38.81,500,1802,2015-06-22 15:45:27,15.75,"4_ZEA_well-watered_mature",0.338643885168937,32.1850393700787,0.0939375,0.0114433882977725,0.0355061689160781,"4",0.0895334422776673,0.0898084941903999,"yes","yes"
"Jun-15","22/06/2015",4,"4","ZEA",4064,"mature","well-watered",441,"16:10:25",24894,23.2,0.1378,102,4.62,3.33,2,32.8,398.35,388.35,14.67,16.49,34.98,39.3,500,1801,2015-06-22 16:10:25,16.1666666666667,"4_ZEA_well-watered_mature",0.26264967168791,32.7755905511811,0.086125,0.011725705660778,0.0357784787824809,"4",0.0923178830634152,0.0904248367034869,"yes","yes"
"Jun-15","22/06/2015",5,"5","ZEA",2021,"mature","well-watered",456,"16:36:11",26440.25,28.62,0.162,86,5.67,3.49,2,33.32,400.3,387.99,14.16,16.38,30.62,35.44,500,1799,2015-06-22 16:36:11,16.6,"5_ZEA_well-watered_mature",0.221655197298899,34.3503937007874,0.10125,0.0141443391748904,0.0388372445666989,"5",0.113015584431263,0.0973480063091035,"yes","yes"
"Jun-15","22/06/2015",5,"5","ZEA",3111,"mature","well-watered",467,"16:44:19",26929.2,25.06,0.1762,142,6.52,3.68,2,34.03,400.05,389.01,13.97,16.53,30.23,35.78,500,1802,2015-06-22 16:44:19,16.7333333333333,"5_ZEA_well-watered_mature",0.36502917662785,36.2204724409449,0.110125,0.0120254596824245,0.0353388428183118,"5",0.0981724267957403,0.0894297705364808,"yes","yes"
"Jun-15","22/06/2015",5,"5","ZEA",5081,"mature","well-watered",478,"16:52:19",27408.25,24.28,0.1525,117,5.27,3.44,2,32.94,400.42,389.89,13.75,15.82,29.71,34.19,500,1800,2015-06-22 16:52:19,16.8666666666667,"5_ZEA_well-watered_mature",0.300084639257226,33.8582677165354,0.0953125,0.012020198952625,0.0359318562033004,"5",0.0957313083799618,0.0907719891083832,"yes","yes"
"Jun-15","22/06/2015",5,"5","ZEA",4064,"mature","well-watered",489,"17:02:19",28008.5,22.96,0.1364,103,4.82,3.51,2,33.36,399.87,389.94,14.41,16.31,31.15,35.25,500,1801,2015-06-22 17:02:19,17.0333333333333,"5_ZEA_well-watered_mature",0.264143201518182,34.5472440944882,0.08525,0.0112511773808244,0.0345888117229554,"5",0.0903522385143307,0.0877321601769592,"yes","yes"
"Jun-15","24/06/2015",1,"1","ZEA",6031,"mature","well-watered",117,"09:57:24",9051.9,31.8,0.2288,154,2.65,1.18,2,25.13,399.87,386.75,18.88,19.91,63.44,66.92,500,1797,2015-06-24 09:57:24,9.95,"1_ZEA_well-watered_mature",0.398190045248869,11.6141732283465,0.143,0.0271252986038584,0.070531025385845,"1",0.149010045988986,0.169083286331625,"yes","yes"
"Jun-15","24/06/2015",2,"2","ZEA",6031,"mature","well-watered",236,"12:22:30",17758.6,33.1,0.2148,127,3.93,1.85,2,27.6,400.27,386.43,16.66,18.2,50.81,55.51,500,1799,2015-06-24 12:22:30,12.3666666666667,"2_ZEA_well-watered_mature",0.328649431979919,18.2086614173228,0.13425,0.0225701644725062,0.0574960309317305,"2",0.143596656417975,0.139580054054173,"yes","yes"
"Jun-15","24/06/2015",3,"3","ZEA",6031,"mature","well-watered",354,"14:31:11",25479.7,38.42,0.2694,140,6.27,2.37,2,28.86,400,383.68,13.45,15.91,36.4,43.08,500,1800,2015-06-24 14:31:11,14.5166666666667,"3_ZEA_well-watered_mature",0.36488740617181,23.3267716535433,0.168375,0.0233326906448914,0.0549488693537361,"3",0.1615316984795,0.133814842573009,"yes","yes"
"Jun-15","24/06/2015",4,"4","ZEA",6031,"mature","well-watered",115,"17:36:44",9476.3,28.88,0.1656,93,5.08,3.09,2,30.33,400.36,388.04,10.32,12.32,23.4,27.95,500,1798,2015-06-24 17:36:44,17.6,"4_ZEA_well-watered_mature",0.239666013813009,30.4133858267717,0.1035,0.0151663405063362,0.041458560333301,"4",0.115839114597088,0.103281057389934,"yes","yes"
"Jun-15","22/06/2015",1,"1","BET",1042,"young","well-watered",8,"08:11:05",322,7.57,0.1114,281,1.3,1.16,2,23.04,400.46,397.22,15.88,16.39,62.96,64.98,501,1499,2015-06-22 08:11:05,8.18333333333333,"1_BET_well-watered_young",0.707416544987664,11.4173228346457,0.069625,0.0063202499460124,0.0341913355516317,"1",0.0978786557517989,0.108991359450767,"yes","yes"
"Jun-15","22/06/2015",1,"1","BET",3012,"young","well-watered",44,"09:05:33",3589.5,9.54,0.3088,339,3.53,1.16,2,26.02,400.68,396.3,20.46,21.84,69.39,74.06,500,1799,2015-06-22 09:05:33,9.08333333333333,"1_BET_well-watered_young",0.855412566237699,11.4173228346457,0.193,0.00798574415879666,0.0384332078479102,"1",0.12809131047086,0.126502440715364,"yes","yes"
"Jun-15","22/06/2015",1,"1","BET",9063,"young","well-watered",24,"09:36:38",1268.17,5.79,0.0662,247,1.14,1.72,2,26.91,399.96,397.47,17.72,18.17,59.88,61.39,500,1499,2015-06-22 09:36:38,9.6,"1_BET_well-watered_young",0.621430548217475,16.9291338582677,0.041375,0.00396712165323388,0.0245481677949738,"1",0.0581100914819287,0.0691829252404489,"yes","yes"
"Jun-15","22/06/2015",1,"1","BET",6072,"young","well-watered",54,"10:03:09",2858.9,5.35,0.0525,224,1.01,1.91,2,28.03,399.84,397.54,18.27,18.67,60.65,61.97,500,1500,2015-06-22 10:03:09,10.05,"1_BET_well-watered_young",0.563465311666751,18.7992125984252,0.0328125,0.0034778638941399,0.0223903759017399,"1",0.0496445707210514,0.0602752385975346,"yes","yes"
"Jun-15","22/06/2015",2,"2","BET",1042,"young","well-watered",89,"10:44:03",5301.83,12.93,0.2867,310,4.91,1.74,2,27.2,400.1,394.17,16.62,18.55,50.45,56.3,500,1500,2015-06-22 10:44:03,10.7333333333333,"2_BET_well-watered_young",0.786462693761575,17.1259842519685,0.1791875,0.00889087041253052,0.0366436109674194,"2",0.151262368981041,0.119114717979667,"yes","yes"
"Jun-15","22/06/2015",2,"2","BET",3012,"young","well-watered",119,"11:11:21",6950.67,4.08,0.0988,316,2.13,2.16,2,28.64,398.84,396.87,16.78,17.62,50.15,52.65,500,1499,2015-06-22 11:11:21,11.1833333333333,"2_BET_well-watered_young",0.796230503691385,21.259842519685,0.06175,0.00249878957815455,0.0184041108685282,"2",0.0316342374080707,0.0438193422236546,"yes","yes"
"Jun-15","22/06/2015",2,"2","BET",9063,"young","well-watered",150,"11:44:05",8899.38,5.62,0.0761,265,1.85,2.41,2,29.57,399.81,397.27,16.56,17.29,48.79,50.93,500,1501,2015-06-22 11:44:05,11.7333333333333,"2_BET_well-watered_young",0.66705263422861,23.7204724409449,0.0475625,0.00325487194979947,0.0204374227678418,"2",0.0471259746416961,0.052213156892802,"yes","yes"
"Jun-15","22/06/2015",2,"2","BET",6072,"young","well-watered",179,"12:09:44",10453.4,4.01,0.0425,233,1.08,2.53,2,29.76,400.05,398.27,16.12,16.55,46.38,47.61,500,1500,2015-06-22 12:09:44,12.15,"2_BET_well-watered_young",0.58503025585658,24.9015748031496,0.0265625,0.00226030439114186,0.0168254531533814,"2",0.0278715966903966,0.0373024078116565,"yes","yes"
"Jun-15","22/06/2015",3,"3","BET",3012,"young","well-watered",242,"13:03:07",13657,6.31,0.106,285,3.04,2.86,2,30.38,400.18,397.17,13.61,14.81,36.43,39.63,500,1500,2015-06-22 13:03:07,13.05,"3_BET_well-watered_young",0.717576856258025,28.1496062992126,0.06625,0.00335563700798664,0.0198819700425709,"3",0.0505647235944444,0.0499201652298061,"yes","yes"
"Jun-15","22/06/2015",3,"3","BET",9063,"young","well-watered",274,"13:38:09",15749,6.16,0.0437,158,1.35,3.06,2,31.15,400.66,397.98,14.22,14.75,37.75,39.16,500,1500,2015-06-22 13:38:09,13.6333333333333,"3_BET_well-watered_young",0.397004874616815,30.1181102362205,0.0273125,0.00315978270064463,0.0189697535012206,"3",0.0472107816574177,0.0461543993437118,"yes","yes"
"Jun-15","22/06/2015",3,"3","BET",6072,"young","well-watered",306,"14:01:28",17142.5,0.13,0.009,353,0.28,3.06,2,31.13,400.02,399.92,14.52,14.63,38.29,38.57,500,1499,2015-06-22 14:01:28,14.0166666666667,"3_BET_well-watered_young",0.882676535307061,30.1181102362205,0.005625,6.63215273536933e-05,0.0027482759580627,"3",-0.0154299450625612,-0.020810278432958,"yes","yes"
"Jun-15","22/06/2015",4,"4","BET",1042,"young","well-watered",337,"14:37:49",19338.75,11.45,0.1483,253,4.68,3.15,2,32.05,399.7,394.39,14.4,16.24,34.79,39.24,500,1500,2015-06-22 14:37:49,14.6166666666667,"4_BET_well-watered_young",0.641496995359923,31.003937007874,0.0926875,0.00584788458041613,0.0256203579667207,"4",0.102111764932771,0.0736090861234705,"yes","yes"
"Jun-15","22/06/2015",4,"4","BET",9063,"young","well-watered",396,"15:33:10",22645,6.69,0.0637,211,2.31,3.57,2,33.32,400.43,397.39,14.67,15.58,34.9,37.06,500,1499,2015-06-22 15:33:10,15.55,"4_BET_well-watered_young",0.530964543647299,35.1377952755906,0.0398125,0.00318237347083893,0.0183177426964721,"4",0.0490675756531456,0.0434628015326782,"yes","yes"
"Jun-15","22/06/2015",4,"4","BET",6072,"young","well-watered",427,"15:56:09",24038,1.14,0.0304,316,1.11,3.58,2,33.21,397.3,396.67,14.7,15.13,34.89,35.92,500,1499,2015-06-22 15:56:09,15.9333333333333,"4_BET_well-watered_young",0.796631961075957,35.2362204724409,0.019,0.000542631606896702,0.00755866716702308,"4",-0.00554184633758052,-0.000952266335679783,"yes","yes"
"Jun-15","24/06/2015",1,"1","BET",4034,"young","well-watered",102,"09:39:34",7982.83,7.99,0.071,209,0.92,1.3,2,25.28,399.96,396.62,18.61,18.97,67.08,68.38,500,1498,2015-06-24 09:39:34,9.65,"1_BET_well-watered_young",0.526952750743785,12.7952755905512,0.044375,0.00631216308534434,0.033209833873449,"1",0.0989823685083061,0.104939574190029,"yes","yes"
"Jun-15","24/06/2015",2,"2","BET",4034,"young","well-watered",216,"11:55:52",16160.4,6.71,0.0711,235,1.41,1.99,2,28.25,400.29,397.38,17.74,18.29,53.1,54.76,500,1499,2015-06-24 11:55:52,11.9166666666667,"2_BET_well-watered_young",0.591373496401429,19.5866141732283,0.0444375,0.00427530757106328,0.0245716232907132,"2",0.0652577430839409,0.0692797530238674,"yes","yes"
"Jun-15","24/06/2015",3,"3","BET",4034,"young","well-watered",338,"14:11:56",24324,6.05,0.0707,245,1.95,2.76,2,29.94,399.95,397.22,13.89,14.66,37.67,39.75,500,1499,2015-06-24 14:11:56,14.1833333333333,"3_BET_well-watered_young",0.616786667337999,27.1653543307087,0.0441875,0.00327467498546935,0.0198161949573391,"3",0.048633609949628,0.049648635871487,"yes","yes"
"Jun-15","24/06/2015",4,"4","BET",4034,"young","well-watered",98,"17:14:26",8159.4,5.58,0.0583,227,1.95,3.33,2,30.74,399.97,397.43,10.16,10.93,23.86,25.67,500,1498,2015-06-24 17:14:26,17.2333333333333,"4_BET_well-watered_young",0.571169765744911,32.7755905511811,0.0364375,0.00274803485197391,0.017320622461686,"4",0.0395244200096172,0.0393465405416927,"yes","yes"
"Jun-15","18/06/2015",1,"1","EUC",3032,"young","well-watered",43,"08:27:37",3719.3,11.02,0.1118,229,1.4,1.27,2,23.27,400,395.37,15.1,15.65,54.76,56.75,501,1497,2015-06-18 08:27:37,8.45,"1_EUC_well-watered_young",0.57920428965273,12.5,0.069875,0.00883933608833958,0.039529591729652,"1",0.0863414382080578,0.0874965013545519,"yes","yes"
"Jun-15","18/06/2015",1,"1","EUC",2081,"young","well-watered",87,"09:13:41",6482.7,12.88,0.234,298,2.91,1.27,2,24.55,400.27,394.65,16.65,17.79,60.4,64.55,500,1498,2015-06-18 09:13:41,9.21666666666667,"1_EUC_well-watered_young",0.75509945521348,12.5,0.14625,0.010352413005607,0.0427792631946499,"1",0.0996824246619914,0.0947497218315822,"yes","yes"
"Jun-15","18/06/2015",1,"1","EUC",7042,"young","well-watered",129,"09:58:16",9157.5,8.09,0.096,252,1.53,1.6,2,25.87,400.05,396.58,16.47,17.07,56.34,58.4,500,1500,2015-06-18 09:58:16,9.96666666666667,"1_EUC_well-watered_young",0.635432951737354,15.748031496063,0.06,0.00576156852906679,0.030123387320635,"1",0.0616982470885946,0.0665019869350275,"yes","yes"
"Jun-15","18/06/2015",2,"2","EUC",4044,"young","well-watered",162,"10:31:47",11168.3,2.65,0.0696,326,1.28,1.85,2,27.09,399.74,398.48,16.57,17.08,53.71,55.34,500,1499,2015-06-18 10:31:47,10.5166666666667,"2_EUC_well-watered_young",0.818108813491267,18.2086614173228,0.0435,0.00174576736792076,0.0159905605869462,"2",0.0250738152076829,0.0349577187321556,"yes","yes"
"Jun-15","18/06/2015",2,"2","EUC",3032,"young","well-watered",173,"10:44:20",11922.1,5.78,0.0429,171,0.92,2.15,2,28.34,400.58,398.12,16.43,16.79,53,54.17,500,1499,2015-06-18 10:44:20,10.7333333333333,"2_EUC_well-watered_young",0.429518738068924,21.1614173228346,0.0268125,0.00353569423293551,0.0219175078490619,"2",0.0433427428528771,0.0481865806989404,"yes","yes"
"Jun-15","18/06/2015",2,"2","EUC",2081,"young","well-watered",214,"11:25:35",14397.5,9.5,0.1194,257,2.17,1.84,2,26.68,399.58,395.43,15.5,16.36,49.89,52.64,500,1500,2015-06-18 11:25:35,11.4166666666667,"2_EUC_well-watered_young",0.649925397668361,18.1102362204724,0.074625,0.00632966485742862,0.0304894322761076,"2",0.0687712113755386,0.0673189940679468,"yes","yes"
"Jun-15","18/06/2015",2,"2","EUC",7042,"young","well-watered",255,"12:04:56",16758,11.58,0.1716,275,3.19,1.89,2,27.02,400.06,394.92,15.3,16.55,49.08,53.11,500,1499,2015-06-18 12:04:56,12.0666666666667,"2_EUC_well-watered_young",0.696343563253317,18.6023622047244,0.10725,0.00762381157335317,0.0332379370968932,"2",0.0815516106385678,0.0734536177251575,"yes","yes"
"Jun-15","18/06/2015",3,"3","EUC",3032,"young","well-watered",304,"12:55:36",19797.25,4.25,0.0442,231,1.1,2.48,2,29.05,399.65,397.78,14.73,15.16,43.27,44.54,500,1498,2015-06-18 12:55:36,12.9166666666667,"3_EUC_well-watered_young",0.580723012720599,24.4094488188976,0.027625,0.00242295244940561,0.0175074526737724,"3",0.0331717783341813,0.0383434002892357,"yes","yes"
"Jun-15","18/06/2015",3,"3","EUC",2081,"young","well-watered",350,"13:46:43",22864.6,7.5,0.0852,242,1.99,2.34,2,28.33,399.67,396.36,14.14,14.93,41.35,43.64,500,1499,2015-06-18 13:46:43,13.7666666666667,"3_EUC_well-watered_young",0.610556060147341,23.0314960629921,0.05325,0.00441952556465077,0.0239909417632512,"3",0.0529558467112313,0.0528144556968139,"yes","yes"
"Jun-15","18/06/2015",3,"3","EUC",7042,"young","well-watered",387,"14:38:59",26000.83,9.96,0.1087,237,2.28,2.11,2,27.88,400.32,395.97,15.33,16.23,45.09,47.73,500,1499,2015-06-18 14:38:59,14.6333333333333,"3_EUC_well-watered_young",0.598530191681188,20.7677165354331,0.0679375,0.00618756363723486,0.029130816740597,"3",0.0692818150589286,0.0642865835216139,"yes","yes"
"Jun-15","24/06/2015",1,"1","EUC",4053,"young","well-watered",81,"09:16:46",6614.7,10.71,0.1196,245,1.25,1.05,2,24.37,400.12,395.64,19.26,19.75,66.26,67.95,500,1498,2015-06-24 09:16:46,9.26666666666667,"1_EUC_well-watered_young",0.619249823071479,10.3346456692913,0.07475,0.00944065927146479,0.0428417569123819,"1",0.0886150088542579,0.0948892069204665,"yes","yes"
"Jun-15","24/06/2015",1,"1","EUC",8062,"young","well-watered",91,"09:30:09",7417.9,12.36,0.0984,187,1.13,1.16,2,24.66,399.84,394.72,18.75,19.2,67.26,68.86,500,1498,2015-06-24 09:30:09,9.5,"1_EUC_well-watered_young",0.473753546817998,11.4173228346457,0.0615,0.0103927548240616,0.0438444149501682,"1",0.098410815670095,0.0971271253960608,"yes","yes"
"Jun-15","24/06/2015",2,"2","EUC",4053,"young","well-watered",195,"11:32:11",14739.2,7.39,0.0765,232,1.45,1.89,2,28.02,400.12,396.94,18.17,18.74,55.11,56.83,500,1498,2015-06-24 11:32:11,11.5333333333333,"2_EUC_well-watered_young",0.584471204716078,18.6023622047244,0.0478125,0.00483753471798377,0.0264764669605718,"2",0.054818299953928,0.0583621125758431,"yes","yes"
"Jun-15","24/06/2015",2,"2","EUC",8062,"young","well-watered",206,"11:43:28",15416.75,7.63,0.0649,199,1.17,1.79,2,27.43,400.17,396.94,17.99,18.45,54.53,55.92,500,1498,2015-06-24 11:43:28,11.7166666666667,"2_EUC_well-watered_young",0.501335214390084,17.6181102362205,0.0405625,0.00513225918982255,0.027644228140694,"2",0.0570525161540332,0.0609685389162207,"yes","yes"
"Jun-15","24/06/2015",3,"3","EUC",4053,"young","well-watered",318,"13:52:19",23147.1,6.94,0.124,292,3.11,2.52,2,29.34,400.03,396.77,14.32,15.54,38.7,42.01,500,1498,2015-06-24 13:52:19,13.8666666666667,"3_EUC_well-watered_young",0.73594273760617,24.8031496062992,0.0775,0.00393620996332243,0.0222255454789051,"3",0.0487967767514845,0.0488741163063209,"yes","yes"
"Jun-15","24/06/2015",3,"3","EUC",8062,"young","well-watered",328,"14:01:57",23724.8,6.54,0.0543,190,1.54,2.81,2,30.17,400.06,397.2,14.02,14.63,37.88,39.52,500,1499,2015-06-24 14:01:57,14.0166666666667,"3_EUC_well-watered_young",0.478348439073515,27.6574803149606,0.0339375,0.00350845945196759,0.0204194991977812,"3",0.0453852832053007,0.0448430467013445,"yes","yes"
