"campaign","date","roundNum","round","spp","ID","leafAge","treatment","Obs","HHMMSS","FTime","Photo","Cond","Ci","Trmmol","VpdL","Area","Tleaf","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","DateTime","Time","rep","CiCa","Dmmol","gc","CAPindex","MESindex","fround","gc_CAP","gc_MES","qfitCAP","qfitMES"
"Jun-15","24/06/2015",3,"3","EUC",4053,"mature","well-watered",313,"13:47:53",22880.8,8.26,0.0926,239,2.41,2.6,2,29.63,400.2,396.51,14.44,15.39,38.48,41.02,500,1499,2015-06-24 13:47:53,13.7833333333333,"3_EUC_well-watered_mature",0.60275907291115,25.5905511811024,0.057875,0.0046156354693372,0.0238800839768935,"3",0.0527353359899078,0.0477311954733872,"yes","yes"
"Jun-15","24/06/2015",3,"3","EUC",8062,"mature","well-watered",323,"13:57:08",23436.3,7.68,0.0718,211,1.93,2.68,2,29.72,400.01,396.64,14.11,14.87,38.34,40.4,500,1498,2015-06-24 13:57:08,13.95,"3_EUC_well-watered_mature",0.531968535699879,26.3779527559055,0.044875,0.00422544434874205,0.0226759729499398,"3",0.048878015898432,0.0443412529970828,"yes","yes"
"Jun-15","24/06/2015",4,"4","EUC",4053,"mature","well-watered",72,"16:40:04",6096.4,5.27,0.0594,237,2.03,3.4,2,31.11,399.75,397.32,10.44,11.24,24.54,26.42,500,1498,2015-06-24 16:40:04,16.6666666666667,"4_EUC_well-watered_mature",0.596496526729085,33.4645669291339,0.037125,0.00256930713713311,0.016661025076705,"4",0.0326600330172477,0.0274073267794802,"yes","yes"
"Jun-15","24/06/2015",4,"4","EUC",8062,"mature","well-watered",83,"16:55:39",7032,4.89,0.046,210,1.6,3.45,2,31.14,399.96,397.75,10.21,10.84,23.9,25.38,500,1499,2015-06-24 16:55:39,16.9166666666667,"4_EUC_well-watered_mature",0.527969830295412,33.9566929133858,0.02875,0.00236383855851841,0.0159227313661316,"4",0.0304079528187232,0.0253288031604473,"yes","yes"
"Jun-15","18/06/2015",1,"1","MOL",5041,"mature","well-watered",7,"07:44:28",1130.33,2.95,0.0522,300,0.77,1.49,2,23.4,400.83,399.53,13.42,13.73,48.67,49.77,501,1500,2015-06-18 07:44:28,7.73333333333333,"1_MOL_well-watered_mature",0.750882286686857,14.6653543307087,0.032625,0.00215911231535466,0.0187717380769343,"1",0.0292900399270066,0.0412385946756535,"yes","yes"
"Jun-15","18/06/2015",1,"1","MOL",3071,"mature","well-watered",49,"08:34:41",4142.17,2.93,0.0755,328,1.05,1.4,2,24.55,400.08,398.74,16.17,16.58,58.56,60.05,500,1498,2015-06-18 08:34:41,8.56666666666667,"1_MOL_well-watered_mature",0.822591162160807,13.7795275590551,0.0471875,0.00221723976062422,0.019321362814692,"1",0.0298219532058847,0.0433656510046107,"yes","yes"
"Jun-15","18/06/2015",1,"1","MOL",6064,"mature","well-watered",93,"09:19:05",6806.17,6.78,0.1019,282,1.44,1.43,2,24.83,400.08,397.14,16.23,16.79,58.07,60.1,500,1500,2015-06-18 09:19:05,9.31666666666667,"1_MOL_well-watered_mature",0.710077050914035,14.0748031496063,0.0636875,0.00509949382727664,0.0291469396342368,"1",0.0689737367795249,0.0813907869272224,"yes","yes"
"Jun-15","18/06/2015",2,"2","MOL",5041,"mature","well-watered",137,"10:08:24",9765.8,7.53,0.1068,273,1.92,1.81,2,27.02,399.99,396.68,16.54,17.29,52.75,55.15,500,1498,2015-06-18 10:08:24,10.1333333333333,"2_MOL_well-watered_mature",0.688212160935767,17.8149606299213,0.06675,0.00504063402493024,0.0273203573280211,"2",0.0705407408663654,0.0743218848420513,"yes","yes"
"Jun-15","18/06/2015",2,"2","MOL",3071,"mature","well-watered",178,"10:53:23",12465.1,5.39,0.0797,278,1.55,1.95,2,27.49,399.82,397.41,16.34,16.95,53.16,55.14,500,1501,2015-06-18 10:53:23,10.8833333333333,"2_MOL_well-watered_mature",0.699529453209532,19.1929133858268,0.0498125,0.00346901440902232,0.0222463023120915,"2",0.0490585137859754,0.054685212593381,"yes","yes"
"Jun-15","18/06/2015",2,"2","MOL",6064,"mature","well-watered",220,"11:31:34",14756.17,5.28,0.0586,241,1.19,2.03,2,27.5,398.85,396.55,15.73,16.19,50.33,51.82,500,1499,2015-06-18 11:31:34,11.5166666666667,"2_MOL_well-watered_mature",0.607741772790316,19.9803149606299,0.036625,0.00333868102576623,0.0216061253154874,"2",0.0475070613355619,0.0522077176068292,"yes","yes"
"Jun-15","18/06/2015",3,"3","MOL",5041,"mature","well-watered",265,"12:17:01",17482.6,6.49,0.0905,270,2,2.23,2,28.28,400.44,397.52,15.16,15.95,43.88,46.16,500,1499,2015-06-18 12:17:01,12.2833333333333,"3_MOL_well-watered_mature",0.679211108875025,21.9488188976378,0.0565625,0.00390474098826039,0.0228235573341887,"3",0.0564252476043851,0.0569191985547542,"yes","yes"
"Jun-15","18/06/2015",3,"3","MOL",3071,"mature","well-watered",309,"13:00:42",20103.4,2.04,0.0369,297,0.88,2.38,2,28.42,399.96,399.01,14.39,14.73,42.33,43.35,500,1498,2015-06-18 13:00:42,13,"3_MOL_well-watered_mature",0.744342247061477,23.4251968503937,0.0230625,0.00118310006795238,0.0123603263060212,"3",0.0171812499787322,0.0164263308745247,"yes","yes"
"Jun-15","24/06/2015",1,"1","MOL",7013,"mature","well-watered",5,"07:39:47",795.5,8.77,0.136,287,1.4,1.04,2,22.55,400.81,397.08,16.18,16.73,60.53,62.59,501,1498,2015-06-24 07:39:47,7.65,"1_MOL_well-watered_mature",0.722776266747255,10.2362204724409,0.085,0.00773609605408218,0.0388746084300539,"1",0.100436299503335,0.119037017267135,"yes","yes"
"Jun-15","24/06/2015",1,"1","MOL",6061,"mature","well-watered",15,"07:50:11",1419.5,12.94,0.2586,307,2.51,0.99,2,22.03,399.72,394.16,15.38,16.37,57.47,61.16,501,1498,2015-06-24 07:50:11,7.83333333333333,"1_MOL_well-watered_mature",0.77887152425411,9.74409448818898,0.161625,0.0117963980056826,0.0485992252018395,"1",0.152306161557542,0.156671436226325,"yes","yes"
"Jun-15","24/06/2015",2,"2","MOL",7013,"mature","well-watered",130,"10:11:44",9912.7,15.24,0.2918,300,3.66,1.29,2,25.96,400.15,393.48,19.02,20.45,56.43,60.68,500,1498,2015-06-24 10:11:44,10.1833333333333,"2_MOL_well-watered_mature",0.762427569380909,12.6968503937008,0.182375,0.0121945014759101,0.0462485406542703,"2",0.162837382154347,0.147574250272347,"yes","yes"
"Jun-15","24/06/2015",2,"2","MOL",6061,"mature","well-watered",140,"10:22:47",10574.8,10.02,0.1166,248,1.79,1.54,2,26.93,400.04,395.75,19.2,19.9,58.28,60.4,500,1497,2015-06-24 10:22:47,10.3666666666667,"2_MOL_well-watered_mature",0.626658243840809,15.1574803149606,0.072875,0.00729087260364449,0.0342115704324046,"2",0.0997066994772473,0.100990987305799,"yes","yes"
"Jun-15","24/06/2015",3,"3","MOL",7013,"mature","well-watered",250,"12:39:29",18777.5,11.98,0.1627,263,3.76,2.33,2,29.42,400.16,394.77,16.14,17.62,44.56,48.63,500,1498,2015-06-24 12:39:29,12.65,"3_MOL_well-watered_mature",0.666210704967449,22.9330708661417,0.1016875,0.00710654274998291,0.030454652042158,"3",0.10354684829078,0.0864516543930361,"yes","yes"
"Jun-15","24/06/2015",3,"3","MOL",6061,"mature","well-watered",260,"12:52:04",19532.1,1.17,0.0261,312,0.69,2.63,2,30.12,400.1,399.52,16.07,16.34,43.96,44.7,500,1499,2015-06-24 12:52:04,12.8666666666667,"3_MOL_well-watered_mature",0.780937124549459,25.8858267716535,0.0163125,0.000644564693598526,0.00889831457779897,"3",0.00945597574016467,0.00302829135490456,"yes","yes"
"Jun-15","24/06/2015",4,"4","MOL",7013,"mature","well-watered",9,"15:10:47",740.2,14.2,0.1834,252,5.28,2.91,2,30.5,399.65,393.16,12.43,14.51,28.77,33.59,500,1498,2015-06-24 15:10:47,15.1666666666667,"4_MOL_well-watered_mature",0.640960423237359,28.6417322834646,0.114625,0.00757202801845008,0.0297369412313597,"4",0.114601178970231,0.083674102333248,"yes","yes"
"Jun-15","24/06/2015",4,"4","MOL",6061,"mature","well-watered",19,"15:24:30",1563.3,4.84,0.0598,250,2.05,3.41,2,31.77,400.6,398.34,11.99,12.8,27.6,29.46,500,1498,2015-06-24 15:24:30,15.4,"4_MOL_well-watered_mature",0.627604558919516,33.5629921259843,0.037375,0.00234944610502376,0.0159205323078054,"4",0.036498408541797,0.0302043837681781,"yes","yes"
"Jun-15","18/06/2015",1,"1","PIN",5024,"mature","well-watered",18,"07:59:17",2019.08,10.15,0.1122,243,1.37,1.24,2,22.24,399.64,395.36,13.68,14.22,50.46,52.46,500,1500,2015-06-18 07:59:17,7.98333333333333,"1_PIN_well-watered_mature",0.614629704573047,12.2047244094488,0.070125,0.00823962466427816,0.0383938557476884,"1",0.08887568892085,0.0969130405603778,"yes","yes"
"Jun-15","18/06/2015",1,"1","PIN",8014,"mature","well-watered",59,"08:45:11",4772.5,14.16,0.139,224,1.47,1.07,2,23.9,400.36,394.46,18.03,18.61,65.32,67.42,500,1498,2015-06-18 08:45:11,8.75,"1_PIN_well-watered_mature",0.567864929270395,10.5314960629921,0.086875,0.0124060492784844,0.0488803427122327,"1",0.129152023492858,0.128864601824916,"yes","yes"
"Jun-15","18/06/2015",1,"1","PIN",5024,"mature","well-watered",103,"09:30:57",7517.7,14.7,0.2358,285,2.76,1.2,2,23.72,400.13,393.82,15.99,17.08,57.84,61.75,500,1500,2015-06-18 09:30:57,9.5,"1_PIN_well-watered_mature",0.723680869432736,11.8110236220472,0.147375,0.0121837182248209,0.0470715010218333,"1",0.129226665497564,0.123353193067717,"yes","yes"
"Jun-15","18/06/2015",2,"2","PIN",5024,"mature","well-watered",147,"10:18:52",10393.9,14.26,0.2092,274,3.16,1.54,2,26.06,400.18,393.98,16.8,18.05,53.72,57.69,500,1500,2015-06-18 10:18:52,10.3,"2_PIN_well-watered_mature",0.695466774963196,15.1574803149606,0.13075,0.0104283215861286,0.0409157449862358,"2",0.115820323334475,0.104597053212114,"yes","yes"
"Jun-15","18/06/2015",2,"2","PIN",8014,"mature","well-watered",188,"11:04:15",13116.9,15.48,0.2226,272,3.46,1.59,2,25.89,400.48,393.75,15.87,17.23,51.79,56.24,500,1499,2015-06-18 11:04:15,11.0666666666667,"2_PIN_well-watered_mature",0.690793650793651,15.6496062992126,0.139125,0.0111483894512932,0.0419681881659501,"2",0.124300322815674,0.107803770852424,"yes","yes"
"Jun-15","18/06/2015",2,"2","PIN",7061,"mature","well-watered",230,"11:40:43",15305.1,11.52,0.174,277,2.98,1.74,2,26.4,399.16,394.09,15.56,16.73,50.23,54.02,500,1499,2015-06-18 11:40:43,11.6666666666667,"2_PIN_well-watered_mature",0.702885127762694,17.1259842519685,0.10875,0.00792313602441568,0.034591920930099,"2",0.0906913064967222,0.0853288223509133,"yes","yes"
"Jun-15","18/06/2015",3,"3","PIN",5024,"mature","well-watered",276,"12:29:54",18255.83,10.27,0.1437,268,2.81,1.98,2,27.22,399.67,395.12,14.94,16.05,43.63,46.87,500,1500,2015-06-18 12:29:54,12.4833333333333,"3_PIN_well-watered_mature",0.678274954444219,19.488188976378,0.0898125,0.00660215591014906,0.0305731386669189,"3",0.0779165183496592,0.073083885783978,"yes","yes"
"Jun-15","18/06/2015",3,"3","PIN",8014,"mature","well-watered",325,"13:18:25",21166.4,6.64,0.0806,252,1.79,2.24,2,27.67,399.66,396.72,13.85,14.56,40.4,42.45,500,1501,2015-06-18 13:18:25,13.3,"3_PIN_well-watered_mature",0.635208711433757,22.0472440944882,0.050375,0.00399507069063213,0.0230602316277993,"3",0.049507676202331,0.0501926057636207,"yes","yes"
"Jun-15","18/06/2015",3,"3","PIN",7061,"mature","well-watered",366,"14:17:33",24714.17,6.57,0.0667,227,1.45,2.18,2,27.7,400.06,397.2,14.56,15.13,42.23,43.89,500,1501,2015-06-18 14:17:33,14.2833333333333,"3_PIN_well-watered_mature",0.571500503524673,21.4566929133858,0.0416875,0.00400155689386467,0.0232361306798023,"3",0.0493296211327733,0.0507285573511688,"yes","yes"
"Jun-15","24/06/2015",1,"1","PIN",2032,"mature","well-watered",25,"08:07:36",2463.3,9.49,0.108,248,1.2,1.11,2,22.41,399.45,395.46,15.31,15.78,57.6,59.37,501,1496,2015-06-24 08:07:36,8.11666666666667,"1_PIN_well-watered_mature",0.627117786881101,10.9251968503937,0.0675,0.00814017617153702,0.0392328260777502,"1",0.0863088446492743,0.0994693219910166,"yes","yes"
"Jun-15","24/06/2015",1,"1","PIN",9033,"mature","well-watered",35,"08:20:14",3222.3,6.68,0.0883,269,1,1.14,2,22.59,399.6,396.78,15.44,15.83,57.77,59.24,501,1497,2015-06-24 08:20:14,8.33333333333333,"1_PIN_well-watered_mature",0.677957558344675,11.2204724409449,0.0551875,0.00563288423284539,0.0324192255295258,"1",0.0609391926892561,0.0787087778655376,"yes","yes"
"Jun-15","24/06/2015",2,"2","PIN",2032,"mature","well-watered",150,"10:35:23",11331.6,11.32,0.171,279,2.62,1.54,2,27.15,399.96,395.02,19.28,20.31,58.52,61.63,500,1498,2015-06-24 10:35:23,10.5833333333333,"2_PIN_well-watered_mature",0.70629335223533,15.1574803149606,0.106875,0.00825386309427848,0.0364008802522104,"2",0.0923232136420238,0.090840589523363,"yes","yes"
"Jun-15","24/06/2015",2,"2","PIN",9033,"mature","well-watered",160,"10:47:34",12062.6,4.95,0.0599,256,0.99,1.64,2,27.4,399.84,397.7,19.47,19.86,59.21,60.38,500,1499,2015-06-24 10:47:34,10.7833333333333,"2_PIN_well-watered_mature",0.643701282373649,16.1417322834646,0.0374375,0.0034710666138524,0.0232372081277343,"2",0.0410723683975178,0.0507318402564662,"yes","yes"
"Jun-15","24/06/2015",3,"3","PIN",2032,"mature","well-watered",271,"13:06:14",20382.58,6.01,0.0719,251,1.68,2.32,2,28.92,399.88,397.21,15.85,16.51,43.35,45.15,500,1500,2015-06-24 13:06:14,13.1,"3_PIN_well-watered_mature",0.631907555197503,22.8346456692913,0.0449375,0.00354821641223657,0.0215425192467149,"3",0.0446154242623536,0.0455682467871469,"yes","yes"
"Jun-15","24/06/2015",3,"3","PIN",9033,"mature","well-watered",281,"13:18:53",21141.3,3.88,0.0372,218,0.93,2.48,2,29.24,399.83,398.13,15.38,15.74,42.08,43.08,500,1500,2015-06-24 13:18:53,13.3,"3_PIN_well-watered_mature",0.547559842262578,24.4094488188976,0.02325,0.0022098345336898,0.0167197736420678,"3",0.0293261161160576,0.0308736925316399,"yes","yes"
"Jun-15","24/06/2015",4,"4","PIN",2032,"mature","well-watered",29,"15:38:25",2397.4,7.06,0.0906,254,3,3.3,2,31.41,399.92,396.62,11.75,12.93,26.82,29.52,500,1501,2015-06-24 15:38:25,15.6333333333333,"4_PIN_well-watered_mature",0.640411476980485,32.4803149606299,0.056625,0.00350066730986287,0.019593425512531,"4",0.0472821923343505,0.0396295002775995,"yes","yes"
"Jun-15","18/06/2015",1,"1","PTE",4044,"mature","well-watered",28,"08:12:15",2796.5,4.77,0.0641,271,0.81,1.28,2,22.61,399.91,397.88,14.11,14.43,49.56,50.68,501,1500,2015-06-18 08:12:15,8.2,"1_PTE_well-watered_mature",0.681109882376596,12.5984251968504,0.0400625,0.00378418959141151,0.025813529304056,"1",0.0355054972504932,0.0411462504824442,"no","no"
"Jun-15","18/06/2015",1,"1","PTE",3091,"mature","well-watered",70,"08:56:08",5430.2,7.5,0.0638,202,0.7,1.09,2,24.34,399.92,396.82,18.9,19.17,67.86,68.84,500,1498,2015-06-18 08:56:08,8.93333333333333,"1_PTE_well-watered_mature",0.509046923038153,10.7283464566929,0.039875,0.00646704283316375,0.035128506004295,"1",0.0466577299596846,0.0481792933065473,"no","no"
"Jun-15","18/06/2015",1,"1","PTE",6011,"mature","well-watered",114,"09:43:22",8264.25,8.98,0.0917,231,1.31,1.44,2,24.82,399.67,395.88,16.18,16.7,57.26,59.07,500,1499,2015-06-18 09:43:22,9.71666666666667,"1_PTE_well-watered_mature",0.583510154592301,14.1732283464567,0.0573125,0.00675471967384877,0.0334870181647724,"1",0.0512699616283471,0.0469399285027351,"no","no"
"Jun-15","18/06/2015",2,"2","PTE",3091,"mature","well-watered",198,"11:12:31",13612.4,8.78,0.1154,264,2.05,1.8,2,26.56,399.99,396.16,15.7,16.51,50.74,53.35,500,1500,2015-06-18 11:12:31,11.2,"2_PTE_well-watered_mature",0.666397415185783,17.7165354330709,0.072125,0.00590236799943348,0.0296045491137346,"2",0.0496031732628149,0.0440085662483879,"no","no"
"Jun-15","18/06/2015",2,"2","PTE",6011,"mature","well-watered",240,"11:49:08",15809.2,6.6,0.0657,225,1.4,2.14,2,27.95,399.81,396.95,15.56,16.11,49.28,51.02,500,1499,2015-06-18 11:49:08,11.8166666666667,"2_PTE_well-watered_mature",0.566822017886384,21.0629921259843,0.0410625,0.00406008705795589,0.0235140623432161,"2",0.0410571564203834,0.0394100948130711,"no","no"
"Jun-15","18/06/2015",3,"3","PTE",4044,"mature","well-watered",287,"12:39:52",18854,3.97,0.0471,251,1.12,2.37,2,28.47,400.29,398.53,14.49,14.93,42.69,43.98,500,1501,2015-06-18 12:39:52,12.65,"3_PTE_well-watered_mature",0.629814568539382,23.3267716535433,0.0294375,0.00231037064002847,0.0172908832194911,"3",0.031363671710749,0.0347114372975779,"no","no"
"Jun-15","18/06/2015",3,"3","PTE",3091,"mature","well-watered",335,"13:30:03",21865.1,6.79,0.0738,237,1.71,2.33,2,28.09,399.98,396.99,13.8,14.48,39.87,41.82,500,1500,2015-06-18 13:30:03,13.5,"3_PTE_well-watered_mature",0.596992367565934,22.9330708661417,0.046125,0.00400258965474691,0.0228557243525489,"3",0.0415185089619564,0.0389130329920815,"no","no"
"Jun-15","18/06/2015",3,"3","PTE",6011,"mature","well-watered",371,"14:23:22",25064.5,9.16,0.1005,238,2.12,2.13,2,27.67,399.97,395.97,14.76,15.6,43.58,46.04,500,1500,2015-06-18 14:23:22,14.3833333333333,"3_PTE_well-watered_mature",0.601055635527944,20.9645669291339,0.0628125,0.00566379126975115,0.0278049523186117,"3",0.0503898540288871,0.0426498251872435,"no","no"
"Jun-15","24/06/2015",1,"1","PTE",2071,"mature","well-watered",45,"08:32:39",3966.9,4.08,0.0241,121,0.29,1.18,2,23.07,399.93,398.26,16.11,16.22,57.2,57.59,501,1497,2015-06-24 08:32:39,8.53333333333333,"1_PTE_well-watered_mature",0.303821624064681,11.6141732283465,0.0150625,0.00336755108096874,0.0248513525165826,"1",0.0330219963429471,0.0404197826910127,"no","no"
"Jun-15","24/06/2015",1,"1","PTE",2071,"mature","well-watered",50,"08:37:22",4249.6,9.02,0.0593,146,0.64,1.08,2,23.07,400.31,396.6,16.93,17.18,61.73,62.65,500,1499,2015-06-24 08:37:22,8.61666666666667,"1_PTE_well-watered_mature",0.368129097327282,10.6299212598425,0.0370625,0.00781847971685536,0.0387140541967476,"1",0.0526800383294623,0.050886472808645,"no","no"
"Jun-15","24/06/2015",1,"1","PTE",5061,"mature","well-watered",60,"08:48:37",4925.5,5.28,0.0399,180,0.44,1.09,2,23.92,399.94,397.76,18.4,18.57,66.9,67.52,500,1498,2015-06-24 08:48:37,8.8,"1_PTE_well-watered_mature",0.452534191472245,10.7283464566929,0.0249375,0.00454074319760163,0.0294354230326266,"1",0.0379058769433882,0.0438808717828639,"no","no"
"Jun-15","24/06/2015",2,"2","PTE",2071,"mature","well-watered",170,"11:01:45",12912.7,8.96,0.0773,201,1.35,1.74,2,27.74,399.84,396.04,19.11,19.63,58.38,59.99,500,1499,2015-06-24 11:01:45,11.0166666666667,"2_PTE_well-watered_mature",0.507524492475507,17.1259842519685,0.0483125,0.00612842527093809,0.0304228972714038,"2",0.0504077339878993,0.0446264397893669,"no","no"
"Jun-15","24/06/2015",2,"2","PTE",5061,"mature","well-watered",180,"11:10:35",13443.1,6.34,0.0664,235,1.15,1.73,2,27.58,399.91,397.19,18.95,19.4,57.86,59.24,500,1499,2015-06-24 11:10:35,11.1666666666667,"2_PTE_well-watered_mature",0.59165638611244,17.0275590551181,0.0415,0.00433481265335058,0.0256234188674332,"2",0.0406593216849913,0.0410027122981733,"no","no"
"Jun-15","24/06/2015",3,"3","PTE",2071,"mature","well-watered",291,"13:28:19",21707.5,5.5,0.0521,216,1.24,2.37,2,28.75,400.16,397.76,15.14,15.62,40.24,41.54,500,1498,2015-06-24 13:28:19,13.4666666666667,"3_PTE_well-watered_mature",0.543041029766694,23.3267716535433,0.0325625,0.00320770767992792,0.0203738798706014,"3",0.0368353763248698,0.037039177685084,"no","no"
"Jun-15","24/06/2015",3,"3","PTE",5061,"mature","well-watered",302,"13:38:51",22339.67,3.44,0.0591,292,1.43,2.41,2,28.74,400.75,399.15,14.64,15.21,37.47,38.91,500,1499,2015-06-24 13:38:51,13.6333333333333,"3_PTE_well-watered_mature",0.73155455342603,23.7204724409449,0.0369375,0.00198179660410531,0.015947356942787,"3",0.0294405565896504,0.0336970410040127,"no","no"
"Jun-15","24/06/2015",4,"4","PTE",2071,"mature","well-watered",50,"16:08:32",4205.4,2.51,0.0346,264,1.19,3.43,2,31.36,399.62,398.43,11.11,11.58,25.7,26.8,500,1498,2015-06-24 16:08:32,16.1333333333333,"4_PTE_well-watered_mature",0.662600707778029,33.759842519685,0.021625,0.00121454628540658,0.0114300186938792,"4",0.0258725623491329,0.0302863364603596,"no","no"
"Jun-15","24/06/2015",4,"4","PTE",5061,"mature","well-watered",62,"16:26:52",5305.17,6.37,0.0746,242,2.49,3.33,2,31.05,399.8,396.86,10.8,11.78,25.06,27.35,500,1500,2015-06-24 16:26:52,16.4333333333333,"4_PTE_well-watered_mature",0.609786826588721,32.7755905511811,0.046625,0.00314214323286992,0.0185210398596618,"4",0.0392484841299984,0.0356402366503936,"no","no"
"Jun-15","22/06/2015",1,"1","QUE",2041,"mature","well-watered",13,"08:18:45",781.38,6.7,0.0842,261,1.17,1.39,2,24.55,399.28,396.42,16.41,16.86,64.76,66.56,501,1500,2015-06-22 08:18:45,8.3,"1_QUE_well-watered_mature",0.658392613894354,13.6811023622047,0.052625,0.00512172238047196,0.0294183122056042,"1",0.0524110705869982,0.0642825379584188,"yes","yes"
"Jun-15","22/06/2015",1,"1","QUE",4014,"mature","well-watered",49,"09:11:03",3919.5,13.26,0.184,270,2.16,1.19,2,25.67,400.31,394.68,20.04,20.88,68.17,71.05,500,1799,2015-06-22 09:11:03,9.18333333333333,"1_QUE_well-watered_mature",0.684098510185467,11.7125984251969,0.115,0.0110093228545056,0.0448391115921189,"1",0.107844019824844,0.107016874158676,"yes","yes"
"Jun-15","22/06/2015",1,"1","QUE",6123,"mature","well-watered",29,"09:42:22",1612.38,9.67,0.1128,249,1.85,1.65,2,26.78,400.34,396.18,17.9,18.63,60.35,62.81,500,1500,2015-06-22 09:42:22,9.7,"1_QUE_well-watered_mature",0.628502195971528,16.240157480315,0.0705,0.0067893460531554,0.0324493814149072,"1",0.0712221048501436,0.0726822795924274,"yes","yes"
"Jun-15","22/06/2015",1,"1","QUE",1024,"mature","well-watered",59,"10:07:05",3095.5,1.11,0.0138,259,0.27,1.96,2,28.14,400.11,399.62,18.27,18.37,60.75,61.11,500,1499,2015-06-22 10:07:05,10.1166666666667,"1_QUE_well-watered_mature",0.648115709924428,19.2913385826772,0.008625,0.000708160593496041,0.0100384184663058,"1",0.0090661521459523,0.0105767037910495,"yes","yes"
"Jun-15","22/06/2015",2,"2","QUE",2041,"mature","well-watered",93,"10:48:19",5568.5,10.5,0.166,282,3.44,2.07,2,28.15,400.38,395.64,15.99,17.34,48.57,52.66,500,1501,2015-06-22 10:48:19,10.8,"2_QUE_well-watered_mature",0.712769184106764,20.3740157480315,0.10375,0.00659191545379455,0.0302118043511071,"2",0.0723853347579596,0.0664814745549117,"yes","yes"
"Jun-15","22/06/2015",2,"2","QUE",6123,"mature","well-watered",154,"11:48:28",9178.5,4.13,0.0335,186,0.9,2.66,2,30.43,400.2,398.4,16.54,16.89,48.85,49.89,500,1500,2015-06-22 11:48:28,11.8,"2_QUE_well-watered_mature",0.466867469879518,26.1811023622047,0.0209375,0.00226951613290133,0.016649824635029,"2",0.0273007231133688,0.0288983255753093,"yes","yes"
"Jun-15","22/06/2015",2,"2","QUE",1024,"mature","well-watered",185,"12:14:51",10761.17,-0.92,0.0169,470,0.43,2.51,2,29.57,400.2,400.5,16.1,16.27,47.58,48.08,500,1501,2015-06-22 12:14:51,12.2333333333333,"2_QUE_well-watered_mature",1.17353308364544,24.7047244094488,0.0105625,-0.000517390175881094,NA,"2",-0.00425508539652482,NA,"yes","yes"
"Jun-15","22/06/2015",3,"3","QUE",2041,"mature","well-watered",218,"12:41:48",12378,11.65,0.1258,231,3.15,2.51,2,29.37,399.24,394.09,14.6,15.84,39.25,42.57,500,1499,2015-06-22 12:41:48,12.6833333333333,"3_QUE_well-watered_mature",0.586160521708239,24.7047244094488,0.078625,0.0066712669867044,0.0289633749217781,"3",0.0762844063606185,0.0630218093574062,"yes","yes"
"Jun-15","22/06/2015",3,"3","QUE",4014,"mature","well-watered",249,"13:08:07",13956.75,7.81,0.0793,223,2.37,2.96,2,30.87,400.57,397.08,14.07,15,37.59,40.09,500,1501,2015-06-22 13:08:07,13.1333333333333,"3_QUE_well-watered_mature",0.561599677646822,29.1338582677165,0.0495625,0.00408360858431724,0.021745157717115,"3",0.0490375757231056,0.0430185842937108,"yes","yes"
"Jun-15","22/06/2015",3,"3","QUE",6123,"mature","well-watered",279,"13:42:27",16006.17,5.14,0.0408,181,1.35,3.25,2,31.88,400.5,398.23,14.19,14.72,37.59,38.99,500,1500,2015-06-22 13:42:27,13.7,"3_QUE_well-watered_mature",0.454511212113603,31.988188976378,0.0255,0.00255654311305507,0.0168081206150655,"3",0.0319366323024506,0.0293369976220998,"yes","yes"
"Jun-15","22/06/2015",3,"3","QUE",1024,"mature","well-watered",310,"14:04:46",17356.13,-0.86,0.0129,485,0.42,3.23,2,31.72,399.49,399.77,14.42,14.59,38.15,38.59,500,1501,2015-06-22 14:04:46,14.0666666666667,"3_QUE_well-watered_mature",1.21319758861345,31.7913385826772,0.0080625,-0.000427219923973899,NA,"3",-0.0035302270279456,NA,"yes","yes"
"Jun-15","22/06/2015",4,"4","QUE",2041,"mature","well-watered",342,"14:41:42",19572.75,7.19,0.079,235,2.53,3.16,2,31.82,400.7,397.42,14.48,15.47,34.95,37.35,500,1499,2015-06-22 14:41:42,14.6833333333333,"4_QUE_well-watered_mature",0.591313975139651,31.1023622047244,0.049375,0.0036350278962812,0.020183456317493,"4",0.044472201244439,0.0386907754050081,"yes","yes"
"Jun-15","22/06/2015",4,"4","QUE",4014,"mature","well-watered",366,"15:08:40",21189,8.94,0.0723,181,2.5,3.41,2,32.68,400.57,396.6,14.36,15.34,34.21,36.55,500,1499,2015-06-22 15:08:40,15.1333333333333,"4_QUE_well-watered_mature",0.456379223398891,33.5629921259843,0.0451875,0.00436101904548167,0.0216904635047594,"4",0.0539901031530277,0.0428670149229909,"yes","yes"
"Jun-15","22/06/2015",4,"4","QUE",6123,"mature","well-watered",401,"15:36:20",22839.5,4.14,0.047,237,1.73,3.63,2,33.46,399.17,397.24,14.72,15.4,34.95,36.56,500,1498,2015-06-22 15:36:20,15.6,"4_QUE_well-watered_mature",0.596616654918941,35.7283464566929,0.029375,0.00195384403855396,0.0142932742406903,"4",0.0253992516829894,0.0223678199704841,"yes","yes"
