DateTime,Temp_int,Temp_ext,SolarRad_ext,PAR_int
20/08/2015 12:20,29.27438539,28.1,735,
20/08/2015 12:30,28.65658676,27.4,749,
20/08/2015 12:40,28.65658676,27.4,713,
20/08/2015 12:50,29.18612844,28,770,
20/08/2015 13:00,29.18612844,28,763,
20/08/2015 13:10,29.36264234,28.2,725,
20/08/2015 13:20,29.27438539,28.1,746,
20/08/2015 13:30,28.83310065,27.6,760,
20/08/2015 13:40,28.83310065,27.6,701,
20/08/2015 13:50,29.27438539,28.1,761,
20/08/2015 14:00,29.00961455,27.8,788,
20/08/2015 14:10,29.00961455,27.8,784,
20/08/2015 14:20,29.18612844,28,782,
20/08/2015 14:30,29.98044097,28.9,700,
20/08/2015 14:40,30.33346876,29.3,675,
20/08/2015 14:50,29.98044097,28.9,619,
20/08/2015 15:00,29.45089929,28.3,642,
20/08/2015 15:10,29.71567013,28.6,716,
20/08/2015 15:20,29.98044097,28.9,668,
20/08/2015 15:30,29.62741318,28.5,672,
20/08/2015 15:40,29.98044097,28.9,680,
20/08/2015 15:50,30.33346876,29.3,678,
20/08/2015 16:00,30.50998266,29.5,683,
20/08/2015 16:10,30.42172571,29.4,659,
20/08/2015 16:20,29.89218402,28.8,548,
20/08/2015 16:30,29.80392708,28.7,622,
20/08/2015 16:40,30.68649655,29.7,597,
20/08/2015 16:50,31.12778129,30.2,574,
20/08/2015 17:00,29.98044097,28.9,546,
20/08/2015 17:10,30.06869792,29,509,
20/08/2015 17:20,30.06869792,29,471,
20/08/2015 17:30,30.42172571,29.4,482,
20/08/2015 17:40,30.24521181,29.2,445,
20/08/2015 17:50,30.68649655,29.7,421,
20/08/2015 18:00,30.42172571,29.4,352,
20/08/2015 18:10,30.24521181,29.2,291,
20/08/2015 18:20,29.89218402,28.8,308,
20/08/2015 18:30,29.36264234,28.2,274,
20/08/2015 18:40,29.27438539,28.1,266,
20/08/2015 18:50,29.18612844,28,265,
20/08/2015 19:00,29.18612844,28,200,
20/08/2015 19:10,29.00961455,27.8,215,
20/08/2015 19:20,28.9213576,27.7,186,
20/08/2015 19:30,28.65658676,27.4,148,
20/08/2015 19:40,28.65658676,27.4,113,
20/08/2015 19:50,28.56832981,27.3,98,
20/08/2015 20:00,28.21530202,26.9,55,
20/08/2015 20:10,27.42098949,26,29,
20/08/2015 20:20,26.80319086,25.3,31,
20/08/2015 20:30,26.53842001,25,17,
20/08/2015 20:40,26.09713528,24.5,10,
20/08/2015 20:50,25.83236443,24.2,4,
20/08/2015 21:00,25.74410748,24.1,3,
20/08/2015 21:10,25.65585054,24,0,
20/08/2015 21:20,25.30282275,23.6,0,
20/08/2015 21:30,25.2145658,23.5,0,
20/08/2015 21:40,25.0380519,23.3,0,
20/08/2015 21:50,24.86153801,23.1,0,
20/08/2015 22:00,24.50851022,22.7,0,
20/08/2015 22:10,24.15548243,22.3,0,
20/08/2015 22:20,23.80245464,21.9,0,
20/08/2015 22:30,23.53768379,21.6,0,
20/08/2015 22:40,23.184656,21.2,0,
20/08/2015 22:50,23.27291295,21.3,0,
20/08/2015 23:00,23.00814211,21,0,
20/08/2015 23:10,22.74337126,20.7,0,
20/08/2015 23:20,22.65511432,20.6,0,
20/08/2015 23:30,23.09639905,21.1,0,
20/08/2015 23:40,23.09639905,21.1,0,
20/08/2015 23:50,22.91988516,20.9,0,
21/08/2015 00:00,22.47860042,20.4,0,
21/08/2015 00:10,22.21382958,20.1,0,
21/08/2015 00:20,22.12557263,20,0,
21/08/2015 00:30,22.12557263,20,0,
21/08/2015 00:40,22.03731568,19.9,0,
21/08/2015 00:50,21.86080179,19.7,0,
21/08/2015 01:00,21.68428789,19.5,0,
21/08/2015 01:10,21.59603094,19.4,0,
21/08/2015 01:20,21.24300315,19,0,
21/08/2015 01:30,20.97823231,18.7,0,
21/08/2015 01:40,21.24300315,19,0,
21/08/2015 01:50,21.3312601,19.1,0,
21/08/2015 02:00,21.41951705,19.2,0,
21/08/2015 02:10,21.3312601,19.1,0,
21/08/2015 02:20,21.24300315,19,0,
21/08/2015 02:30,21.06648926,18.8,0,
21/08/2015 02:40,20.80171842,18.5,0,
21/08/2015 02:50,20.53694757,18.2,0,
21/08/2015 03:00,20.53694757,18.2,0,
21/08/2015 03:10,20.36043368,18,0,
21/08/2015 03:20,20.18391978,17.8,0,
21/08/2015 03:30,19.91914894,17.5,0,
21/08/2015 03:40,19.74263504,17.3,0,
21/08/2015 03:50,19.56612115,17.1,0,
21/08/2015 04:00,19.38960725,16.9,0,
21/08/2015 04:10,19.21309336,16.7,0,
21/08/2015 04:20,19.21309336,16.7,0,
21/08/2015 04:30,19.12483641,16.6,0,
21/08/2015 04:40,19.21309336,16.7,0,
21/08/2015 04:50,18.94832252,16.4,0,
21/08/2015 05:00,18.86006557,16.3,0,
21/08/2015 05:10,18.86006557,16.3,0,
21/08/2015 05:20,18.68355167,16.1,0,
21/08/2015 05:30,18.59529472,16,0,
21/08/2015 05:40,18.50703778,15.9,0,
21/08/2015 05:50,18.41878083,15.8,0,
21/08/2015 06:00,18.33052388,15.7,0,
21/08/2015 06:10,18.24226693,15.6,0,
21/08/2015 06:20,18.24226693,15.6,0,
21/08/2015 06:30,18.24226693,15.6,0,
21/08/2015 06:40,18.24226693,15.6,0,
21/08/2015 06:50,18.33052388,15.7,1,
21/08/2015 07:00,18.41878083,15.8,4,
21/08/2015 07:10,18.41878083,15.8,15,
21/08/2015 07:20,18.77180862,16.2,37,
21/08/2015 07:30,19.38960725,16.9,62,
21/08/2015 07:40,20.18391978,17.8,87,
21/08/2015 07:50,20.71346147,18.4,112,
21/08/2015 08:00,20.88997536,18.6,136,
21/08/2015 08:10,21.3312601,19.1,162,
21/08/2015 08:20,21.77254484,19.6,189,
21/08/2015 08:30,21.94905874,19.8,216,
21/08/2015 08:40,22.30208653,20.2,243,
21/08/2015 08:50,22.91988516,20.9,271,
21/08/2015 09:00,23.44942685,21.5,299,
21/08/2015 09:10,23.89071158,22,327,
21/08/2015 09:20,24.24373937,22.4,354,
21/08/2015 09:30,24.50851022,22.7,382,
21/08/2015 09:40,25.39107969,23.7,408,
21/08/2015 09:50,26.09713528,24.5,434,
21/08/2015 10:00,26.27364917,24.7,460,
21/08/2015 10:10,26.80319086,25.3,485,
21/08/2015 10:20,27.59750339,26.2,509,
21/08/2015 10:30,27.59750339,26.2,534,
21/08/2015 10:40,28.30355897,27,555,
21/08/2015 10:50,28.7448437,27.5,577,
21/08/2015 11:00,29.27438539,28.1,597,
21/08/2015 11:10,28.83310065,27.6,619,
21/08/2015 11:20,29.71567013,28.6,639,
21/08/2015 11:30,29.98044097,28.9,657,
21/08/2015 11:40,30.24521181,29.2,672,
21/08/2015 11:50,30.24521181,29.2,686,
21/08/2015 12:00,30.33346876,29.3,697,
21/08/2015 12:10,30.15695487,29.1,715,
21/08/2015 12:20,31.12778129,30.2,725,
21/08/2015 12:30,31.21603824,30.3,736,
21/08/2015 12:40,30.68649655,29.7,747,
21/08/2015 12:50,30.42172571,29.4,757,
21/08/2015 13:00,30.7747535,29.8,764,
21/08/2015 13:10,31.03952434,30.1,772,
21/08/2015 13:20,31.39255213,30.5,771,
21/08/2015 13:30,31.65732298,30.8,775,
21/08/2015 13:40,32.09860772,31.3,777,
21/08/2015 13:50,31.30429519,30.4,782,
21/08/2015 14:00,31.92209382,31.1,778,
21/08/2015 14:10,31.74557993,30.9,779,
21/08/2015 14:20,31.39255213,30.5,777,
21/08/2015 14:30,31.65732298,30.8,771,
21/08/2015 14:40,32.71640635,32,763,
21/08/2015 14:50,32.6281494,31.9,756,
21/08/2015 15:00,32.36337856,31.6,750,
21/08/2015 15:10,32.6281494,31.9,739,
21/08/2015 15:20,33.15769109,32.5,726,
21/08/2015 15:30,32.71640635,32,716,
21/08/2015 15:40,32.53989245,31.8,700,
21/08/2015 15:50,33.06943414,32.4,683,
21/08/2015 16:00,33.59897583,33,666,
21/08/2015 16:10,33.86374667,33.3,647,
21/08/2015 16:20,33.33420498,32.7,628,
21/08/2015 16:30,33.77548972,33.2,608,
21/08/2015 16:40,33.68723277,33.1,589,
21/08/2015 16:50,33.59897583,33,568,
21/08/2015 17:00,33.77548972,33.2,545,
21/08/2015 17:10,33.51071888,32.9,520,
21/08/2015 17:20,32.89292024,32.2,495,
21/08/2015 17:30,32.6281494,31.9,470,
21/08/2015 17:40,32.89292024,32.2,447,
21/08/2015 17:50,33.15769109,32.5,420,
21/08/2015 18:00,33.24594804,32.6,394,
21/08/2015 18:10,33.33420498,32.7,368,
21/08/2015 18:20,32.6281494,31.9,341,
21/08/2015 18:30,32.6281494,31.9,313,
21/08/2015 18:40,32.53989245,31.8,285,
21/08/2015 18:50,32.36337856,31.6,258,
21/08/2015 19:00,32.18686466,31.4,230,
21/08/2015 19:10,31.83383687,31,203,
21/08/2015 19:20,31.65732298,30.8,178,
21/08/2015 19:30,31.48080908,30.6,154,
21/08/2015 19:40,31.12778129,30.2,130,
21/08/2015 19:50,30.9512674,30,109,
21/08/2015 20:00,30.59823961,29.6,88,
21/08/2015 20:10,29.89218402,28.8,23,
21/08/2015 20:20,29.45089929,28.3,34,
21/08/2015 20:30,29.27438539,28.1,14,
21/08/2015 20:40,28.83310065,27.6,8,
21/08/2015 20:50,28.39181591,27.1,4,
21/08/2015 21:00,28.12704507,26.8,1,
21/08/2015 21:10,27.95053118,26.6,0,
21/08/2015 21:20,27.77401728,26.4,0,
21/08/2015 21:30,27.33273254,25.9,0,
21/08/2015 21:40,27.24447559,25.8,0,
21/08/2015 21:50,26.8914478,25.4,0,
21/08/2015 22:00,26.80319086,25.3,0,
21/08/2015 22:10,27.24447559,25.8,0,
21/08/2015 22:20,26.8914478,25.4,0,
21/08/2015 22:30,26.00887833,24.4,0,
21/08/2015 22:40,25.65585054,24,0,
21/08/2015 22:50,25.56759359,23.9,0,
21/08/2015 23:00,25.12630885,23.4,0,
21/08/2015 23:10,24.68502411,22.9,0,
21/08/2015 23:20,24.50851022,22.7,0,
21/08/2015 23:30,24.50851022,22.7,0,
21/08/2015 23:40,24.24373937,22.4,0,
21/08/2015 23:50,23.97896853,22.1,0,
