"nPsi","predksi2","predksi7","predksi12","predksi50","predEmax2","predEmax7","predEmax12","predEmax50"
-1.00666666666667,11.9314694839093,17.5040070448495,19.4733983523549,22.5294224992263,1.4890255754497,3.20471377032235,3.96641163646185,5.30902055284138
-1.02,11.8669185719459,17.3020763313555,19.1964873127489,22.1036691996367,1.45318624563691,3.08916994767785,3.80267217000919,5.0416663191337
-1.03333333333333,11.8015327301014,17.1012809533335,18.9233448834838,21.6895514854926,1.4176625007735,2.9768250072087,3.64495214330993,4.78847433694881
-1.04666666666667,11.735345961337,16.9017300701651,18.6540264906711,21.2867038388736,1.38247043095857,2.86765155549627,3.49308565305228,4.54863294338539
-1.06,11.6683928447418,16.7035255419634,18.3885768889152,20.8947702847015,1.3476254882208,2.76161684342651,3.34690489660625,4.32137876654604
-1.07333333333333,11.6007084514073,16.506762069317,18.127030879837,20.5134045708906,1.31314245888694,2.65868326635957,3.2062410385227,4.10599399805207
-1.08666666666667,11.5323282609371,16.311527357067,17.8694140109466,20.1422702723311,1.27903543928343,2.55880884934515,3.0709249882698,3.90180377483034
-1.1,11.4632880789421,16.1179022987092,17.6157432519561,19.7810408298252,1.24531781478364,2.46194771500795,2.94078809384091,3.70817367481504
-1.11333333333333,11.3936239558525,15.9259611781981,17.3660276462462,19.4293995337712,1.21200224219027,2.36805053218593,2.81566275614907,3.52450732901133
-1.12666666666667,11.3233721073597,15.7357718861229,17.1202689357608,19.0870394612068,1.17910063542003,2.27706494382798,2.69538296928859,3.35024415059831
-1.14,11.2525688367753,15.5473961474363,16.8784621580977,18.7536633737645,1.14662415443686,2.18893597304558,2.57978479181004,3.18485718033954
-1.15333333333333,11.1812504595768,15.3608897581279,16.6405962149927,18.4289835831452,1.11458319736074,2.10360640656303,2.46870675413996,3.02785104646142
-1.16666666666667,11.1094532303814,15.1763028284525,16.4066544117743,18.1127217898755,1.08298739566113,2.02101715512467,2.36199020719441,2.87876003630518
-1.18,11.0372132725659,14.9936800305374,16.1766149676842,17.8046089003697,1.05184561232791,1.94110759069349,2.25947961709948,2.73714627641201
-1.19333333333333,10.9645665107275,14.8130608484049,15.9504514972331,17.5043848266538,1.02116594289863,1.8638158605172,2.16102281075517,2.60259801722918
